BASE	TYPE	NAME	1	2	3	4	5	6	7	8	9	10	11	12	13		order
LIGHTNING STAFF	SUFFIX	# to Level of all Lightning Spell Skills	100	250	500	750	1000										840
LIGHTNING STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											841
LIGHTNING STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							842
LIGHTNING STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							843
PHYSICAL STAFF	PREFIX	#% increased Spell Physical Damage	50	100	200	300	400	500	500	500							844
PHYSICAL STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							845
PHYSICAL STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								846
PHYSICAL STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				847
PHYSICAL STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									848
PHYSICAL STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									849
PHYSICAL STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									850
PHYSICAL STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								851
PHYSICAL STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									852
PHYSICAL STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									853
PHYSICAL STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												854
PHYSICAL STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									855
PHYSICAL STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										856
PHYSICAL STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							857
PHYSICAL STAFF	SUFFIX	# to Level of all Physical Spell Skills	100	250	500	750	1000										858
PHYSICAL STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											859
PHYSICAL STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							860
PHYSICAL STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							861
CHAOS STAFF	PREFIX	#% increased Chaos Damage	50	100	200	300	400	500	500	500							862
CHAOS STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							863
CHAOS STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								864
CHAOS STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				865
CHAOS STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									866
CHAOS STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									867
CHAOS STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									868
CHAOS STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								869
CHAOS STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									870
CHAOS STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									871
CHAOS STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												872
CHAOS STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									873
CHAOS STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										874
CHAOS STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							875
CHAOS STAFF	SUFFIX	# to Level of all Chaos Spell Skills	100	250	500	750	1000										876
CHAOS STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											877
CHAOS STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							878
CHAOS STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							879
FOCUS	PREFIX	#% increased Chaos Damage	200	300	400	500	500	500									880
FOCUS	PREFIX	#% increased Cold Damage	200	300	400	500	500	500									881
FOCUS	PREFIX	#% increased Energy Shield	1000	1000	1000	1000	1000	1000	1000								882
FOCUS	PREFIX	#% increased Energy Shield, # to maximum Mana	1000	1000	1000	1000	1000	1000									883
FOCUS	PREFIX	#% increased Fire Damage	200	300	400	500	500	500									884
FOCUS	PREFIX	#% increased Lightning Damage	200	300	400	500	500	500									885
FOCUS	PREFIX	#% increased Spell Damage	200	400	600	1000	1000	1000									886
FOCUS	PREFIX	#% increased Spell Physical Damage	200	300	400	500	500	500									887
FOCUS	PREFIX	# to maximum Energy Shield	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000					888
FOCUS	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				889
FOCUS	SUFFIX	#% increased Cast Speed	500	1000	1000	1000	1000	1000									890
FOCUS	SUFFIX	#% increased Critical Hit Chance for Spells	250	500	1000	1000	1000										891
FOCUS	SUFFIX	#% increased Critical Spell Damage Bonus	250	500	1000	1000	1000										892
FOCUS	SUFFIX	#% increased Energy Shield Recharge Rate	1000	1000	1000	1000	1000	1000									893
FOCUS	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									894
FOCUS	SUFFIX	#% reduced Attribute Requirements	800	800	800	800	800										895
FOCUS	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							896
FOCUS	SUFFIX	# to Level of all Spell Skills	250	500													897
FOCUS	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									898
FOCUS	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							899
FOCUS	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							900
FOCUS	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							901
FOCUS	SUFFIX	#% faster start of Energy Shield Recharge	1000	1000	1000	1000	1000	1000									902
SCEPTRE	PREFIX	#% increased Spirit	50	100	200	400	600	1000	1000	1000							903
SCEPTRE	PREFIX	#% increased Spirit, # to maximum Mana	100	200	400	600	1000	1000	1000								904
SCEPTRE	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				905
SCEPTRE	PREFIX	Allies in your Presence deal # to # added Attack Cold Damage	200	300	400	500	500	500	500	500	500						906
SCEPTRE	PREFIX	Allies in your Presence deal # to # added Attack Fire Damage	200	300	400	500	500	500	500	500	500						907
SCEPTRE	PREFIX	Allies in your Presence deal # to # added Attack Lightning Damage	200	300	400	500	500	500	500	500	500						908
SCEPTRE	PREFIX	Allies in your Presence deal # to # added Attack Physical Damage	200	300	400	500	500	500	500	500	500						909
SCEPTRE	PREFIX	Allies in your Presence deal #% increased Damage	50	100	200	400	600	1000	1000	1000							910
SCEPTRE	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												911
SCEPTRE	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									912
SCEPTRE	SUFFIX	#% increased Presence Area of Effect	500	500	500	500											913
SCEPTRE	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										914
SCEPTRE	SUFFIX	# to Intelligence	750	750	750	750	750	750	750	750							915
SCEPTRE	SUFFIX	# to Level of all Minion Skills	100	250	500	750											916
SCEPTRE	SUFFIX	# to Strength	250	250	250	250	250	250	250	250							917
SCEPTRE	SUFFIX	Allies in your Presence have #% increased Attack Speed	1000	1000	1000	1000											918
SCEPTRE	SUFFIX	Allies in your Presence have #% increased Cast Speed	1000	1000	1000	1000											919
SCEPTRE	SUFFIX	Allies in your Presence have #% increased Critical Damage Bonus	125	250	500	1000	1000	1000									920
SCEPTRE	SUFFIX	Allies in your Presence have #% increased Critical Hit Chance	125	250	500	1000	1000	1000									921
SCEPTRE	SUFFIX	Allies in your Presence have #% to all Elemental Resistances	800	800	800	800	800	800									922
SCEPTRE	SUFFIX	Allies in your Presence Regenerate # Life per second	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000					923
SCEPTRE	SUFFIX	Minions have #% increased maximum Life	1000	1000	1000	1000	1000	1000									924
QUIVER	PREFIX	#% increased Damage with Bow Skills	500	500	500	500	500	500									925
QUIVER	PREFIX	#% increased Projectile Speed	1000	1000	1000												926
QUIVER	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						927
QUIVER	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						928
QUIVER	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						929
QUIVER	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						930
QUIVER	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						931
QUIVER	SUFFIX	#% chance to Pierce an Enemy	500	500	500	500	500										932
QUIVER	SUFFIX	#% increased Attack Speed	500	500	500	500											933
QUIVER	SUFFIX	#% increased Critical Damage Bonus for Attack Damage	125	250	500	1000	1000	1000									934
QUIVER	SUFFIX	#% increased Critical Hit Chance for Attacks	125	250	500	1000	1000	1000									935
QUIVER	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000							936
QUIVER	SUFFIX	# to Level of all Projectile Skills	250	500													937
QUIVER	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750									938
QUIVER	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750									939
GLOVES (INT)	PREFIX	#% increased Energy Shield	1000	1000	1000	1000	1000	1000	1000								940
GLOVES (INT)	PREFIX	#% increased Energy Shield, # to maximum Life	1000	1000	1000	1000	1000	1000									941
GLOVES (INT)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						942
GLOVES (INT)	PREFIX	# to maximum Energy Shield	1000	1000	1000	1000	1000	1000	1000								943
GLOVES (INT)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						944
GLOVES (INT)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						945
GLOVES (INT)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						946
GLOVES (INT)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						947
GLOVES (INT)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						948
GLOVES (INT)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						949
GLOVES (INT)	SUFFIX	#% increased Attack Speed	500	500	500	500											950
GLOVES (INT)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										951
GLOVES (INT)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												952
GLOVES (INT)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										953
GLOVES (INT)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						954
GLOVES (INT)	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							955
GLOVES (INT)	SUFFIX	# to Level of all Melee Skills	250	500													956
GLOVES (INT)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									957
GLOVES (INT)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							958
GLOVES (INT)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							959
GLOVES (INT)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							960
GLOVES (INT)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											961
GLOVES (INT)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							962
GLOVES (INT)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							963
GLOVES (INT)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										964
GLOVES (INT)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										965
GLOVES (INT)	SUFFIX	#% increased Energy Shield Recharge Rate	1000	1000	1000	1000											966
GLOVES (DEX)	PREFIX	#% increased Evasion Rating	1000	1000	1000	1000	1000	1000	1000								967
GLOVES (DEX)	PREFIX	#% increased Evasion Rating, # to maximum Life	1000	1000	1000	1000	1000	1000									968
GLOVES (DEX)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						969
GLOVES (DEX)	PREFIX	# to Evasion Rating	1000	1000	1000	1000	1000	1000	1000								970
GLOVES (DEX)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						971
GLOVES (DEX)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						972
GLOVES (DEX)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						973
GLOVES (DEX)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						974
GLOVES (DEX)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						975
GLOVES (DEX)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						976
GLOVES (DEX)	SUFFIX	#% increased Attack Speed	500	500	500	500											977
GLOVES (DEX)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										978
GLOVES (DEX)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												979
GLOVES (DEX)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										980
GLOVES (DEX)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						981
GLOVES (DEX)	SUFFIX	# to Level of all Melee Skills	250	500													982
GLOVES (DEX)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									983
GLOVES (DEX)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							984
GLOVES (DEX)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							985
GLOVES (DEX)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							986
GLOVES (DEX)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											987
GLOVES (DEX)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							988
GLOVES (DEX)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							989
GLOVES (DEX)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										990
GLOVES (DEX)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										991
GLOVES (DEX)	SUFFIX	Gain Deflection Rating equal to #% of Evasion Rating	1000	1000	1000	1000	1000										992
GLOVES (STR)	PREFIX	#% increased Armour	1000	1000	1000	1000	1000	1000	1000								993
GLOVES (STR)	PREFIX	#% increased Armour, # to maximum Life	1000	1000	1000	1000	1000	1000									994
GLOVES (STR)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						995
GLOVES (STR)	PREFIX	# to Armour	1000	1000	1000	1000	1000	1000	1000								996
GLOVES (STR)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						997
GLOVES (STR)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						998
GLOVES (STR)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						999
GLOVES (STR)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						1000
GLOVES (STR)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						1001
GLOVES (STR)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						1002
GLOVES (STR)	SUFFIX	#% increased Attack Speed	500	500	500	500											1003
GLOVES (STR)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										1004
GLOVES (STR)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												1005
GLOVES (STR)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										1006
GLOVES (STR)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						1007
GLOVES (STR)	SUFFIX	# to Level of all Melee Skills	250	500													1008
GLOVES (STR)	SUFFIX	# to Strength	1000	1000	1000	1000	1000	1000	1000	1000							1009
GLOVES (STR)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									1010
GLOVES (STR)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1011
GLOVES (STR)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1012
GLOVES (STR)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1013
GLOVES (STR)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											1014
GLOVES (STR)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							1015
GLOVES (STR)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							1016
GLOVES (STR)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										1017
GLOVES (STR)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										1018
GLOVES (STR)	SUFFIX	#% of Armour also applies to Elemental Damage	1000	1000	1000	1000	1000										1019
GLOVES (DEX/INT)	PREFIX	#% increased Evasion and Energy Shield	1000	1000	1000	1000	1000	1000	1000								1020
GLOVES (DEX/INT)	PREFIX	#% increased Evasion and Energy Shield, # to maximum Life	1000	1000	1000	1000	1000	1000									1021
GLOVES (DEX/INT)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						1022
GLOVES (DEX/INT)	PREFIX	# to Evasion Rating, # to maximum Energy Shield	1000	1000	1000	1000											1023
GLOVES (DEX/INT)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						1024
GLOVES (DEX/INT)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						1025
GLOVES (DEX/INT)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						1026
GLOVES (DEX/INT)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						1027
GLOVES (DEX/INT)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						1028
GLOVES (DEX/INT)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						1029
GLOVES (DEX/INT)	SUFFIX	#% increased Attack Speed	500	500	500	500											1030
GLOVES (DEX/INT)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										1031
GLOVES (DEX/INT)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												1032
GLOVES (DEX/INT)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										1033
GLOVES (DEX/INT)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						1034
GLOVES (DEX/INT)	SUFFIX	# to Intelligence	500	500	500	500	500	500	500	500							1035
GLOVES (DEX/INT)	SUFFIX	# to Level of all Melee Skills	250	500													1036
GLOVES (DEX/INT)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									1037
GLOVES (DEX/INT)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1038
GLOVES (DEX/INT)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1039
GLOVES (DEX/INT)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1040
GLOVES (DEX/INT)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											1041
GLOVES (DEX/INT)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							1042
GLOVES (DEX/INT)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							1043
GLOVES (DEX/INT)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										1044
GLOVES (DEX/INT)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										1045
GLOVES (DEX/INT)	SUFFIX	#% increased Energy Shield Recharge Rate	500	500	500	500											1046
GLOVES (DEX/INT)	SUFFIX	Gain Deflection Rating equal to #% of Evasion Rating	500	500	500	500	500										1047
GLOVES (STR/INT)	PREFIX	#% increased Armour and Energy Shield	1000	1000	1000	1000	1000	1000	1000								1048
GLOVES (STR/INT)	PREFIX	#% increased Armour and Energy Shield, # to maximum Life	1000	1000	1000	1000	1000	1000									1049
GLOVES (STR/INT)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						1050
GLOVES (STR/INT)	PREFIX	# to Armour, # to maximum Energy Shield	1000	1000	1000	1000											1051
GLOVES (STR/INT)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						1052
GLOVES (STR/INT)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						1053
GLOVES (STR/INT)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						1054
GLOVES (STR/INT)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						1055
GLOVES (STR/INT)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						1056
GLOVES (STR/INT)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						1057
GLOVES (STR/INT)	SUFFIX	#% increased Attack Speed	500	500	500	500											1058
GLOVES (STR/INT)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										1059
GLOVES (STR/INT)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												1060
GLOVES (STR/INT)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										1061
GLOVES (STR/INT)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						1062
GLOVES (STR/INT)	SUFFIX	# to Intelligence	500	500	500	500	500	500	500	500							1063
GLOVES (STR/INT)	SUFFIX	# to Level of all Melee Skills	250	500													1064
GLOVES (STR/INT)	SUFFIX	# to Strength	500	500	500	500	500	500	500	500							1065
GLOVES (STR/INT)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									1066
GLOVES (STR/INT)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1067
GLOVES (STR/INT)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1068
GLOVES (STR/INT)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1069
GLOVES (STR/INT)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											1070
GLOVES (STR/INT)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							1071
GLOVES (STR/INT)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							1072
GLOVES (STR/INT)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										1073
GLOVES (STR/INT)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										1074
GLOVES (STR/INT)	SUFFIX	#% increased Energy Shield Recharge Rate	500	500	500	500											1075
GLOVES (STR/INT)	SUFFIX	#% of Armour also applies to Elemental Damage	500	500	500	500	500										1076
GLOVES (STR/DEX)	PREFIX	#% increased Armour and Evasion	1000	1000	1000	1000	1000	1000	1000								1077
GLOVES (STR/DEX)	PREFIX	#% increased Armour and Evasion, # to maximum Life	1000	1000	1000	1000	1000	1000									1078
GLOVES (STR/DEX)	PREFIX	# to Accuracy Rating	200	400	800	800	800	800	800	800	800						1079
GLOVES (STR/DEX)	PREFIX	# to Armour, # to Evasion Rating	1000	1000	1000	1000											1080
GLOVES (STR/DEX)	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						1081
GLOVES (STR/DEX)	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000						1082
GLOVES (STR/DEX)	PREFIX	Adds # to # Cold damage to Attacks	200	300	400	500	500	500	500	500	500						1083
GLOVES (STR/DEX)	PREFIX	Adds # to # Fire damage to Attacks	200	300	400	500	500	500	500	500	500						1084
GLOVES (STR/DEX)	PREFIX	Adds # to # Lightning damage to Attacks	200	300	400	500	500	500	500	500	500						1085
GLOVES (STR/DEX)	PREFIX	Adds # to # Physical Damage to Attacks	400	600	800	1000	1000	1000	1000	1000	1000						1086
GLOVES (STR/DEX)	SUFFIX	#% increased Attack Speed	500	500	500	500											1087
GLOVES (STR/DEX)	SUFFIX	#% increased Critical Damage Bonus	250	500	1000	1000	1000										1088
GLOVES (STR/DEX)	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												1089
GLOVES (STR/DEX)	SUFFIX	#% reduced Attribute Requirements	700	700	700	700	700										1090
GLOVES (STR/DEX)	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000	1000						1091
GLOVES (STR/DEX)	SUFFIX	# to Level of all Melee Skills	250	500													1092
GLOVES (STR/DEX)	SUFFIX	# to Strength	500	500	500	500	500	500	500	500							1093
GLOVES (STR/DEX)	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									1094
GLOVES (STR/DEX)	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1095
GLOVES (STR/DEX)	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1096
GLOVES (STR/DEX)	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1097
GLOVES (STR/DEX)	SUFFIX	Gain # Life per Enemy Hit with Attacks	1000	1000	1000	1000											1098
GLOVES (STR/DEX)	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							1099
GLOVES (STR/DEX)	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							1100
GLOVES (STR/DEX)	SUFFIX	Leech #% of Physical Attack Damage as Life	1000	1000	1000	1000	1000										1101
GLOVES (STR/DEX)	SUFFIX	Leech #% of Physical Attack Damage as Mana	1000	1000	1000	1000	1000										1102
GLOVES (STR/DEX)	SUFFIX	#% of Armour also applies to Elemental Damage	500	500	500	500	500										1103
GLOVES (STR/DEX)	SUFFIX	Gain Deflection Rating equal to #% of Evasion Rating	500	500	500	500	500										1104
AMULET	PREFIX	#% increased Armour	1000	1000	1000	1000	1000	1000	1000								1105
AMULET	PREFIX	#% increased Evasion Rating	1000	1000	1000	1000	1000	1000	1000								1106
AMULET	PREFIX	#% increased maximum Energy Shield	1000	1000	1000	1000	1000	1000	1000								1107
AMULET	PREFIX	#% increased maximum Life	300	300	300												1108
AMULET	PREFIX	#% increased maximum Mana	300	300	300												1109
AMULET	PREFIX	#% increased Rarity of Items found	1000	1000	1000												1110
AMULET	PREFIX	#% increased Spell Damage	1000	1000	1000	1000	1000	1000									1111
AMULET	PREFIX	# to Accuracy Rating	400	800	800	800	800	800	800	800							1112
AMULET	PREFIX	# to maximum Energy Shield	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000					1113
